custid,retained,Days between creation and first order,Days since last order,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,favday,city,train,created,firstorder,lastorder,,,, 
CSZPB7,1,0,69,25,40,24,40.02,0,1,0,0,Thursday,DCX,0,11/12/13,11/12/13,11/12/13,,,,
8PYWUW,1,2,67,23,100,26.08695652,28.98,0,1,0,0,Tuesday,DCX,0,11/12/13,11/14/13,11/14/13,,,,
ES6WQU,0,0,68,5,0,0,40.02,0,1,0,0,Friday,RIC,0,11/13/13,11/13/13,11/13/13,,,,
GUA5SG,1,0,68,29,10.34482759,3.448275862,40.02,0,1,0,0,Wednesday,RIC,0,11/13/13,11/13/13,11/13/13,,,,
8GA2NB,1,0,68,31,0,0,40.02,0,1,0,0,Thursday,RIC,0,11/13/13,11/13/13,11/13/13,,,,
WY8DGU,1,6,62,33,36.36363636,12.12121212,40.2,0,1,0,0,Thursday,CHO,0,11/13/13,11/19/13,11/19/13,,,,
4K7J4C,1,0,68,14,21.42857143,0,40.02,0,1,0,0,Monday,RIC,0,11/13/13,11/13/13,11/13/13,,,,
WQXTMF,0,0,68,5,20,0,40.02,0,1,0,0,Friday,CHO,0,11/13/13,11/13/13,11/13/13,,,,
GGBWX8,0,0,68,1,100,0,40.2,0,1,0,0,Friday,CHO,0,11/13/13,11/13/13,11/13/13,,,,
CT79AA,1,13,1,27,74.07407407,14.81481481,39.34,0.044776119,1,1,0,Tuesday,DCX,0,10/31/13,11/13/13,1/19/14,,,,
VGCD9C,1,0,53,28,64.28571429,10.71428571,40.08,0.133333333,1,0,0,Friday,RIC,0,11/13/13,11/13/13,11/28/13,,,,
EQGZ6D,1,22,68,24,95.83333333,25,20.7,0,1,0,0,Monday,DCX,0,10/22/13,11/13/13,11/13/13,,,,
JMSDK9,1,6,62,11,72.72727273,0,73.26,0,1,0,0,Wednesday,DCX,0,11/13/13,11/19/13,11/19/13,,,,
76P5CV,1,5,66,32,6.25,6.25,70.49,0,1,0,0,Thursday,DCX,0,11/10/13,11/15/13,11/15/13,,,,
3DTS53,1,8,68,23,4.347826087,0,40.02,0,1,0,0,Monday,RIC,0,11/5/13,11/13/13,11/13/13,,,,
9Q4F8L,1,14,68,34,0,0,40.02,0,1,0,0,Friday,RIC,0,10/30/13,11/13/13,11/13/13,,,,
66ATQF,1,1,67,31,3.225806452,3.225806452,40.02,0,1,1,0,Monday,RIC,0,11/13/13,11/14/13,11/14/13,,,,
XD92YY,1,0,68,30,3.333333333,0,31.5,0,1,0,0,Tuesday,DCX,0,11/13/13,11/13/13,11/13/13,,,,
HB8B69,1,0,42,34,11.76470588,0,55.67,0.307692308,1,0,0,Saturday,DCX,0,11/13/13,11/13/13,12/9/13,,,,
BTBUKZ,0,0,68,6,0,0,40.02,0,1,0,0,Monday,RIC,0,11/13/13,11/13/13,11/13/13,,,,
T7MTEK,0,0,39,13,53.84615385,30.76923077,35.39,0.068965517,1,0,0,Friday,RIC,0,11/13/13,11/13/13,12/12/13,,,,
B6RX5T,1,47,10,35,28.57142857,8.571428571,102.74,0.181818182,1,0,0,Tuesday,DCX,0,11/13/13,12/30/13,1/10/14,,,,
8CHCS6,1,1,67,30,6.666666667,0,40.02,0,1,0,0,Tuesday,RIC,0,11/13/13,11/14/13,11/14/13,,,,
UUJG7A,1,61,14,31,25.80645161,9.677419355,50.02,0,1,0,0,Wednesday,DCX,0,11/6/13,1/6/14,1/6/14,,,,
FADV87,1,0,11,31,87.09677419,45.16129032,43.9,0.070175439,0,1,0,Friday,RIC,0,11/13/13,11/13/13,1/9/14,,,,
NDDXFK,1,0,68,31,12.90322581,3.225806452,40.2,0,1,0,0,Thursday,CHO,0,11/13/13,11/13/13,11/13/13,,,,
SC3MVN,1,2,66,36,27.77777778,2.777777778,40.02,0,0,0,0,Monday,RIC,0,11/13/13,11/15/13,11/15/13,,,,
ZXJJBQ,1,1,67,31,19.35483871,6.451612903,46.16,0,1,1,0,Thursday,CHO,0,11/13/13,11/14/13,11/14/13,,,,
N7X4TH,1,0,39,28,25,10.71428571,42.71,0.214285714,1,0,0,Friday,DCX,0,11/14/13,11/14/13,12/12/13,,,,
PAVKT8,1,0,67,35,8.571428571,2.857142857,40.02,0,1,0,0,Wednesday,RIC,0,11/14/13,11/14/13,11/14/13,,,,
DG8537,0,0,67,1,100,0,40.2,0,1,0,0,Friday,RIC,0,11/14/13,11/14/13,11/14/13,,,,
A7Y9G4,1,0,67,37,5.405405405,2.702702703,40.02,0,1,0,0,Tuesday,CHO,0,11/14/13,11/14/13,11/14/13,,,,
PYWEHK,1,0,67,38,7.894736842,0,40.25,0,1,1,0,Tuesday,CHO,0,11/14/13,11/14/13,11/14/13,,,,
WCHTYY,1,0,39,27,25.92592593,11.11111111,35.39,0.071428571,1,0,0,Friday,RIC,0,11/14/13,11/14/13,12/12/13,,,,
W3HRKY,1,1,44,28,25,7.142857143,61.48,0.086956522,1,0,0,Tuesday,BWI,0,11/13/13,11/14/13,12/7/13,,,,
B9K74C,1,7,67,23,69.56521739,8.695652174,117.03,0,1,0,0,Friday,RIC,0,11/7/13,11/14/13,11/14/13,,,,
QN37A5,0,11,63,2,100,50,97.95,0,0,0,0,Tuesday,DCX,0,11/7/13,11/18/13,11/18/13,,,,
NA492Z,1,0,67,32,6.25,3.125,50.57,0,1,0,0,Thursday,DCX,0,11/14/13,11/14/13,11/14/13,,,,
PQ8EVL,0,0,67,28,32.14285714,0,40.02,0,0,0,0,Friday,DCX,0,11/14/13,11/14/13,11/14/13,,,,
J2XVJS,1,0,67,26,61.53846154,3.846153846,84.9,0,1,0,0,Monday,RIC,0,11/14/13,11/14/13,11/14/13,,,,
BNMZUS,1,28,45,32,6.25,3.125,118.76,0,1,0,0,Monday,DCX,0,11/8/13,12/6/13,12/6/13,,,,
3QBVK4,1,20,67,7,100,0,40.02,0,1,0,0,Friday,RIC,0,10/25/13,11/14/13,11/14/13,,,,
4JZQZH,1,2,67,30,0,0,26.34,0,1,0,0,Friday,RIC,0,11/12/13,11/14/13,11/14/13,,,,
ATEFA8,1,19,48,28,75,21.42857143,55.63,0,1,0,0,Monday,RIC,0,11/14/13,12/3/13,12/3/13,,,,
RZQATP,0,0,67,5,40,20,40,0,1,0,0,Monday,DCX,0,11/14/13,11/14/13,11/14/13,,,,
ZJV8DY,1,2,65,29,17.24137931,3.448275862,52.49,0,1,0,0,Thursday,DCX,0,11/14/13,11/16/13,11/16/13,,,,
B3UMPA,0,0,67,1,100,0,40.02,0,1,0,0,Monday,RIC,0,11/14/13,11/14/13,11/14/13,,,,
CBNH4C,1,0,67,37,5.405405405,0,40.02,0,1,0,0,Tuesday,CHO,0,11/14/13,11/14/13,11/14/13,,,,
S94AN8,1,0,19,23,69.56521739,56.52173913,51.83,0.083333333,1,0,0,Thursday,CHO,0,11/14/13,11/14/13,1/1/14,,,,
UCZC8N,1,0,67,29,0,0,40.3,0,1,0,0,Saturday,BWI,0,11/14/13,11/14/13,11/14/13,,,,
PR4YCL,1,0,67,28,10.71428571,3.571428571,40.02,0,1,0,0,Friday,RIC,0,11/14/13,11/14/13,11/14/13,,,,
FVJE8P,0,0,67,1,100,0,40.02,0,1,0,0,Monday,RIC,0,11/14/13,11/14/13,11/14/13,,,,
UHSBZQ,1,0,66,23,13.04347826,13.04347826,39.95,0,1,0,0,Tuesday,DCX,0,11/15/13,11/15/13,11/15/13,,,,
3HQEND,0,0,66,14,50,14.28571429,43.91,0,1,0,0,Monday,RIC,0,11/15/13,11/15/13,11/15/13,,,,
K5GBXZ,1,0,66,10,40,10,41.93,0,1,0,0,Thursday,BWI,0,11/15/13,11/15/13,11/15/13,,,,
ESN5V2,1,5,61,34,8.823529412,0,196.93,0,1,0,0,Friday,RIC,0,11/15/13,11/20/13,11/20/13,,,,
Q3P875,1,0,66,28,21.42857143,0,40.2,0,1,0,0,Thursday,CHO,0,11/15/13,11/15/13,11/15/13,,,,
PSYXBC,1,42,66,31,3.225806452,0,41,0,1,0,0,Tuesday,RIC,0,10/4/13,11/15/13,11/15/13,,,,
QJZBPG,1,0,66,30,3.333333333,0,40.02,0,1,0,0,Monday,RIC,0,11/15/13,11/15/13,11/15/13,,,,
J6YH6G,1,0,66,28,17.85714286,3.571428571,40,0,1,0,0,Tuesday,DCX,0,11/15/13,11/15/13,11/15/13,,,,
HFDHJD,0,0,66,1,100,0,40.02,0,1,0,0,Monday,CHO,0,11/15/13,11/15/13,11/15/13,,,,
NHJEAK,1,54,1,31,16.12903226,0,108.13,0.272727273,1,0,0,Thursday,RIC,0,11/15/13,1/8/14,1/19/14,,,,
GB6BZZ,1,0,62,34,5.882352941,2.941176471,51.09,0,1,0,0,Friday,RIC,0,11/19/13,11/19/13,11/19/13,,,,
4FKUV3,1,0,66,11,100,9.090909091,40.02,0,1,0,0,Tuesday,DCX,0,11/15/13,11/15/13,11/15/13,,,,
SWX3SB,1,1,8,28,32.14285714,17.85714286,51.28,0,1,0,0,Monday,DCX,0,1/11/14,1/12/14,1/12/14,,,,
SBVKSA,1,24,49,30,10,3.333333333,44.8,0,1,0,0,Thursday,DCX,0,11/8/13,12/2/13,12/2/13,,,,
RQ973P,1,13,35,34,29.41176471,11.76470588,46.4,0.12,1,0,0,Tuesday,BWI,0,11/8/13,11/21/13,12/16/13,,,,
77M2PM,1,29,43,28,50,10.71428571,96.98,0,1,0,0,Monday,DCX,0,11/9/13,12/8/13,12/8/13,,,,
BQPXS2,1,29,1,37,70.27027027,37.83783784,96.62,0.095238095,1,0,1,Monday,DCX,0,11/9/13,12/8/13,1/19/14,,,,
MZSZUG,1,7,65,21,100,9.523809524,46.99,0,1,0,0,Monday,DCX,0,11/9/13,11/16/13,11/16/13,,,,
WSLT8F,1,4,64,28,14.28571429,3.571428571,49.82,0,1,0,0,Wednesday,CHO,0,11/13/13,11/17/13,11/17/13,,,,
LKS8JA,1,14,58,31,22.58064516,3.225806452,35.19,0,1,0,0,Monday,DCX,0,11/9/13,11/23/13,11/23/13,,,,
FPJHUK,1,33,38,33,27.27272727,15.15151515,48.43,0,1,0,0,Monday,RIC,0,11/10/13,12/13/13,12/13/13,,,,
U5HRC5,1,4,66,33,12.12121212,3.03030303,39.17,0,1,0,0,Tuesday,DCX,0,11/11/13,11/15/13,11/15/13,,,,
RHKJDL,1,2,66,26,38.46153846,7.692307692,38.69,0,1,0,0,Monday,DCX,0,11/13/13,11/15/13,11/15/13,,,,
QKUC6R,1,2,35,43,25.58139535,11.62790698,69.92,0.137931034,1,1,1,Saturday,DCX,0,11/15/13,11/17/13,12/16/13,,,,
4KVXE2,1,40,31,24,58.33333333,12.5,31,0,1,0,0,Tuesday,DCX,0,11/10/13,12/20/13,12/20/13,,,,
75UPD6,1,27,39,21,57.14285714,9.523809524,80.39,0,1,0,0,Friday,CHO,0,11/15/13,12/12/13,12/12/13,,,,
6GX8HT,1,0,66,29,27.5862069,3.448275862,125.24,0,1,1,0,Tuesday,CHO,0,11/15/13,11/15/13,11/15/13,,,,
CDH4L7,1,7,2,32,75,21.875,66.74,0.157894737,1,0,1,Monday,DCX,0,11/15/13,11/22/13,1/18/14,,,,
T922TP,1,0,66,29,17.24137931,0,40.02,0,1,0,0,Tuesday,RIC,0,11/15/13,11/15/13,11/15/13,,,,
YUDBYU,1,53,13,32,34.375,15.625,38,0,1,1,0,Saturday,BWI,0,11/15/13,1/7/14,1/7/14,,,,
UTUEMD,1,0,66,30,16.66666667,10,42.06,0,1,0,0,Thursday,RIC,0,11/15/13,11/15/13,11/15/13,,,,
76QZL8,1,0,66,14,35.71428571,7.142857143,40.02,0,1,0,0,Monday,RIC,0,11/15/13,11/15/13,11/15/13,,,,
WSPCLJ,1,0,66,30,0,0,40.02,0,1,1,0,Monday,RIC,0,11/15/13,11/15/13,11/15/13,,,,
M5BZKZ,1,0,66,16,18.75,6.25,40.02,0,1,0,0,Tuesday,RIC,0,11/15/13,11/15/13,11/15/13,,,,
HE7HSZ,1,0,66,30,16.66666667,3.333333333,40.2,0,1,1,0,Tuesday,RIC,0,11/15/13,11/15/13,11/15/13,,,,
BVHY6T,1,0,66,27,33.33333333,3.703703704,53.02,0,1,0,0,Monday,CHO,0,11/15/13,11/15/13,11/15/13,,,,
YXR7D4,1,0,66,26,84.61538462,3.846153846,40.02,0,1,0,0,Tuesday,RIC,0,11/15/13,11/15/13,11/15/13,,,,
MT38MA,1,0,66,32,6.25,0,40.02,0,1,0,0,Monday,RIC,0,11/15/13,11/15/13,11/15/13,,,,
J45FL5,1,1,4,30,100,10,52.55,0.086206897,1,0,0,Monday,DCX,0,11/18/13,11/19/13,1/16/14,,,,
CP8LAD,1,0,65,32,6.25,3.125,59.65,0,1,0,0,Monday,DCX,0,11/16/13,11/16/13,11/16/13,,,,
L4ZNGC,1,0,29,29,44.82758621,34.48275862,66,0.083333333,1,0,0,Wednesday,CHO,0,11/16/13,11/16/13,12/22/13,,,,
LKLY6D,1,0,65,28,21.42857143,0,61.61,0,1,0,0,Monday,DCX,0,11/16/13,11/16/13,11/16/13,,,,
BNCGYN,1,1,64,32,0,0,40.2,0,1,1,0,Tuesday,RIC,0,11/16/13,11/17/13,11/17/13,,,,
882VCC,1,0,65,30,6.666666667,6.666666667,40,0,1,0,0,Wednesday,DCX,0,11/16/13,11/16/13,11/16/13,,,,
4QSBHZ,1,12,22,40,17.5,7.5,39.27,0.064516129,1,0,0,Saturday,BWI,0,11/16/13,11/28/13,12/29/13,,,,
VFHKKD,1,0,65,35,5.714285714,0,40.02,0,1,0,0,Wednesday,RIC,0,11/16/13,11/16/13,11/16/13,,,,
EQKD2R,0,0,65,3,33.33333333,33.33333333,40.02,0,1,0,0,Monday,RIC,0,11/16/13,11/16/13,11/16/13,,,,
WT6J92,1,0,8,30,43.33333333,26.66666667,55.65,0.070175439,1,1,1,Monday,DCX,0,11/16/13,11/16/13,1/12/14,,,,
CJ73WY,1,0,65,27,14.81481481,7.407407407,55.73,0,1,0,0,Wednesday,DCX,0,11/16/13,11/16/13,11/16/13,,,,
NCSMG4,0,16,49,3,100,33.33333333,40,0,1,0,0,Friday,DCX,0,11/16/13,12/2/13,12/2/13,,,,
8EDMGJ,1,0,36,36,27.77777778,5.555555556,43.28,0.172413793,1,0,0,Monday,DCX,0,11/16/13,11/16/13,12/15/13,,,,
LGWMHT,1,19,49,35,25.71428571,5.714285714,55.6,0,1,0,0,Friday,CHO,0,11/13/13,12/2/13,12/2/13,,,,
DKYAFX,1,0,64,31,16.12903226,0,51.22,0,1,0,0,Tuesday,RIC,0,11/17/13,11/17/13,11/17/13,,,,
2Q4CBF,1,5,59,26,23.07692308,3.846153846,40.02,0,1,0,0,Monday,RIC,0,11/17/13,11/22/13,11/22/13,,,,
YCL7QG,1,1,63,28,3.571428571,3.571428571,23.52,0,1,0,0,Wednesday,DCX,0,11/17/13,11/18/13,11/18/13,,,,
CHEANL,1,0,64,28,0,0,41.77,0,1,0,0,Wednesday,DCX,0,11/17/13,11/17/13,11/17/13,,,,
J35F3Y,1,6,7,31,77.41935484,25.80645161,100.95,0.140350877,1,0,0,Monday,RIC,0,11/11/13,11/17/13,1/13/14,,,,
L2NM9S,1,23,13,24,70.83333333,4.166666667,220.05,0.058823529,1,0,0,Wednesday,RIC,0,10/25/13,11/17/13,1/7/14,,,,
SE2VWW,1,1,8,33,72.72727273,12.12121212,35.55,0.1,1,1,1,Monday,DCX,0,11/22/13,11/23/13,1/12/14,,,,
HQYWHN,1,1,63,30,13.33333333,3.333333333,40.02,0,1,0,0,Tuesday,RIC,0,11/17/13,11/18/13,11/18/13,,,,
9QRM7W,1,0,64,24,37.5,4.166666667,40.02,0,1,0,0,Thursday,RIC,0,11/17/13,11/17/13,11/17/13,,,,
28MSG2,0,3,61,1,0,0,40.02,0,1,0,0,Monday,RIC,0,11/17/13,11/20/13,11/20/13,,,,
WQFDUV,1,18,64,27,11.11111111,0,39.95,0,1,0,0,Tuesday,DCX,0,10/30/13,11/17/13,11/17/13,,,,
DTPHZ4,1,21,42,34,32.35294118,0,50.51,0,1,0,0,Tuesday,CHO,0,11/18/13,12/9/13,12/9/13,,,,
89CXU3,1,0,63,31,0,0,39.95,0,1,0,0,Tuesday,DCX,0,11/18/13,11/18/13,11/18/13,,,,
SXPYY3,1,23,59,34,2.941176471,2.941176471,39.95,0,1,0,0,Monday,DCX,0,10/30/13,11/22/13,11/22/13,,,,
B827Q7,1,0,63,28,21.42857143,3.571428571,40.02,0,1,1,0,Thursday,CHO,0,11/18/13,11/18/13,11/18/13,,,,
7DSJUU,0,11,62,2,50,50,83.33,0,1,1,0,Wednesday,RIC,0,11/8/13,11/19/13,11/19/13,,,,
2LJXMB,1,3,60,19,5.263157895,0,45.02,0,1,0,0,Wednesday,RIC,0,11/18/13,11/21/13,11/21/13,,,,
96LMD5,1,8,60,29,20.68965517,6.896551724,45.02,0,1,0,0,Friday,CHO,0,11/13/13,11/21/13,11/21/13,,,,
JCD9YB,1,0,63,40,7.5,0,45.62,0,1,0,1,Wednesday,RIC,0,11/18/13,11/18/13,11/18/13,,,,
2DLRVD,1,13,28,30,26.66666667,26.66666667,90.35,0.057142857,1,0,0,Saturday,DCX,0,11/5/13,11/18/13,12/23/13,,,,
993TQ6,1,0,34,31,12.90322581,6.451612903,35.39,0.068965517,1,1,0,Wednesday,RIC,0,11/18/13,11/18/13,12/17/13,,,,
KCVYMA,1,0,63,26,42.30769231,11.53846154,40.02,0,1,1,0,Thursday,CHO,0,11/18/13,11/18/13,11/18/13,,,,
6VXK55,1,0,6,33,18.18181818,6.060606061,35.39,0.035087719,1,1,0,Wednesday,CHO,0,11/18/13,11/18/13,1/14/14,,,,
L58SQ3,1,0,63,20,70,15,40.02,0,1,0,0,Tuesday,DCX,0,11/18/13,11/18/13,11/18/13,,,,
4EB9JL,1,0,63,28,32.14285714,10.71428571,40.02,0,1,1,0,Tuesday,RIC,0,11/18/13,11/18/13,11/18/13,,,,
ES3YAV,1,0,25,35,94.28571429,11.42857143,35.01,0.052631579,1,0,0,Friday,CHO,0,11/18/13,11/18/13,12/26/13,,,,
RCEGZT,0,4,35,9,88.88888889,0,82.37,0.071428571,1,0,0,Tuesday,RIC,0,11/14/13,11/18/13,12/16/13,,,,
K43RS4,1,0,63,28,3.571428571,3.571428571,40.02,0,1,1,0,Tuesday,RIC,0,11/18/13,11/18/13,11/18/13,,,,
L44G66,1,61,2,8,50,0,25.2,0,1,0,0,Monday,CHO,0,11/18/13,1/18/14,1/18/14,,,,
VSX7QD,1,0,63,32,12.5,0,47.65,0,1,1,0,Friday,RIC,0,11/18/13,11/18/13,11/18/13,,,,
X9ZAJB,1,18,45,31,9.677419355,0,40.02,0,1,0,1,Tuesday,DCX,0,11/18/13,12/6/13,12/6/13,,,,
4CM7HH,1,67,63,41,17.07317073,7.317073171,40.02,0,1,0,0,Thursday,RIC,0,9/12/13,11/18/13,11/18/13,,,,
SMUH4Z,1,0,63,42,11.9047619,2.380952381,40.02,0,1,0,0,Monday,CHO,0,11/18/13,11/18/13,11/18/13,,,,
RYHATZ,1,0,63,25,64,8,40.02,0,1,1,0,Tuesday,CHO,0,11/18/13,11/18/13,11/18/13,,,,
ADP2NJ,1,0,63,39,20.51282051,0,40.02,0,1,1,0,Thursday,RIC,0,11/18/13,11/18/13,11/18/13,,,,
VFNASW,1,0,63,41,19.51219512,7.317073171,40.02,0,1,0,0,Tuesday,CHO,0,11/18/13,11/18/13,11/18/13,,,,
8KR69L,0,0,41,3,100,0,42.44,0.090909091,1,0,1,Wednesday,DCX,0,11/18/13,11/18/13,12/10/13,,,,
LWZFL3,1,55,63,35,68.57142857,5.714285714,106.97,0,0,0,0,Wednesday,CHO,0,9/24/13,11/18/13,11/18/13,,,,
6DQJEL,1,0,63,26,19.23076923,0,70.58,0,1,0,0,Tuesday,DCX,0,11/18/13,11/18/13,11/18/13,,,,
RZHD24,1,0,63,39,33.33333333,2.564102564,45,0,1,0,0,Wednesday,CHO,0,11/18/13,11/18/13,11/18/13,,,,
PV2U86,1,0,63,40,5,0,40.02,0,1,0,0,Friday,RIC,0,11/18/13,11/18/13,11/18/13,,,,
Q5H7LV,1,44,63,24,79.16666667,20.83333333,47.07,0,1,0,0,Wednesday,CHO,0,10/5/13,11/18/13,11/18/13,,,,
A89UKP,1,0,63,28,17.85714286,0,45.02,0,1,1,0,Tuesday,RIC,0,11/18/13,11/18/13,11/18/13,,,,
TY7TQB,1,2,61,28,21.42857143,3.571428571,115.4,0,1,0,0,Saturday,DCX,0,11/18/13,11/20/13,11/20/13,,,,
86VLLH,1,1,63,24,0,0,43.84,0.049180328,1,0,0,Tuesday,BWI,0,9/17/13,9/18/13,11/18/13,,,,
PXQJM5,1,0,63,39,58.97435897,10.25641026,40.02,0,1,0,0,Friday,CHO,0,11/18/13,11/18/13,11/18/13,,,,
QXUQKG,1,0,63,40,5,2.5,40.2,0,1,0,0,Thursday,CHO,0,11/18/13,11/18/13,11/18/13,,,,
59UA78,1,6,57,27,25.92592593,3.703703704,40.02,0,1,0,0,Tuesday,DCX,0,11/18/13,11/24/13,11/24/13,,,,
Z7LEYL,1,0,63,26,38.46153846,0,40.02,0,1,1,0,Thursday,RIC,0,11/18/13,11/18/13,11/18/13,,,,
FW2DYV,1,0,63,42,23.80952381,2.380952381,40,0,1,0,0,Thursday,DCX,0,11/18/13,11/18/13,11/18/13,,,,
6CKWCF,1,0,62,26,50,3.846153846,45.02,0,1,0,0,Friday,RIC,0,11/19/13,11/19/13,11/19/13,,,,
EV238Y,1,0,62,21,95.23809524,0,49.62,0,1,1,0,Wednesday,RIC,0,11/19/13,11/19/13,11/19/13,,,,
NGKHB9,1,0,62,31,19.35483871,0,50.13,0,1,1,0,Monday,CHO,0,11/19/13,11/19/13,11/19/13,,,,
FQQFBN,1,0,62,29,6.896551724,0,40.02,0,1,0,0,Thursday,RIC,0,11/19/13,11/19/13,11/19/13,,,,
CH77UT,1,0,62,31,3.225806452,0,40.2,0,1,1,0,Wednesday,RIC,0,11/19/13,11/19/13,11/19/13,,,,
N3U6NU,1,0,62,30,16.66666667,0,124.96,0,1,0,0,Friday,RIC,0,11/19/13,11/19/13,11/19/13,,,,
KPCKD6,0,0,62,7,0,0,40.02,0,0,1,0,Wednesday,RIC,0,11/19/13,11/19/13,11/19/13,,,,
CFU9UX,1,0,62,40,17.5,0,40.02,0,1,0,0,Tuesday,RIC,0,11/19/13,11/19/13,11/19/13,,,,
MWY9NN,1,3,59,42,19.04761905,0,40,0,1,0,0,Friday,DCX,0,11/19/13,11/22/13,11/22/13,,,,
2CLQBX,1,0,62,28,0,0,45.1,0,1,0,0,Wednesday,RIC,0,11/19/13,11/19/13,11/19/13,,,,
ZTAL8T,1,0,62,39,25.64102564,0,40.2,0,1,1,0,Thursday,CHO,0,11/19/13,11/19/13,11/19/13,,,,
X2FAPT,1,0,46,43,11.62790698,9.302325581,38.01,0.125,1,0,0,Friday,RIC,0,11/19/13,11/19/13,12/5/13,,,,
2T34VG,1,0,62,30,16.66666667,3.333333333,35,0,1,0,0,Saturday,BWI,0,11/19/13,11/19/13,11/19/13,,,,
KP3K5T,1,0,62,32,0,0,45.02,0,1,0,0,Friday,RIC,0,11/19/13,11/19/13,11/19/13,,,,
ZU3LSX,1,0,62,28,10.71428571,0,40.2,0,1,0,0,Wednesday,RIC,0,11/19/13,11/19/13,11/19/13,,,,
SB6XFD,1,0,62,24,12.5,12.5,35,0,1,0,0,Friday,DCX,0,11/19/13,11/19/13,11/19/13,,,,
83CMD5,1,0,15,25,84,8,60.23,0.042553191,1,0,0,Wednesday,DCX,0,11/19/13,11/19/13,1/5/14,,,,
Q8FZ4T,1,0,62,31,6.451612903,0,43.28,0,1,0,0,Thursday,DCX,0,11/19/13,11/19/13,11/19/13,,,,
FMT6C3,1,6,56,28,3.571428571,3.571428571,36.43,0,1,1,0,Wednesday,DCX,0,11/19/13,11/25/13,11/25/13,,,,
QMNEE8,1,0,62,12,100,16.66666667,1,0,1,0,0,Thursday,DCX,0,11/19/13,11/19/13,11/19/13,,,,
D9HPJ6,1,0,62,30,16.66666667,10,29,0,1,0,0,Thursday,BWI,0,11/19/13,11/19/13,11/19/13,,,,
K9UDWT,1,0,62,24,95.83333333,4.166666667,1,0,1,0,0,Friday,DCX,0,11/19/13,11/19/13,11/19/13,,,,
HAR699,1,0,62,29,17.24137931,6.896551724,1,0,1,0,0,Saturday,DCX,0,11/19/13,11/19/13,11/19/13,,,,
97EY5P,1,2,60,28,25,10.71428571,55.12,0,1,0,0,Tuesday,DCX,0,11/19/13,11/21/13,11/21/13,,,,
F4YAH6,0,1,65,1,0,0,39.95,0,0,0,0,Monday,DCX,0,11/15/13,11/16/13,11/16/13,,,,
ARAWXN,1,0,62,29,55.17241379,6.896551724,35,0,1,0,0,Tuesday,DCX,0,11/19/13,11/19/13,11/19/13,,,,
RZ43XK,1,0,62,27,0,0,59.27,0,1,0,0,Wednesday,DCX,0,11/19/13,11/19/13,11/19/13,,,,
TWC4SR,1,0,62,27,18.51851852,3.703703704,35,0,1,0,0,Tuesday,DCX,0,11/19/13,11/19/13,11/19/13,,,,
6WM9PL,1,0,43,27,40.74074074,14.81481481,35.73,0.105263158,1,0,0,Tuesday,DCX,0,11/19/13,11/19/13,12/8/13,,,,
MYK5BW,1,0,62,24,33.33333333,4.166666667,35.21,0,1,0,0,Wednesday,DCX,0,11/19/13,11/19/13,11/19/13,,,,
RFD28H,1,0,62,28,10.71428571,7.142857143,40.02,0,1,0,0,Friday,RIC,0,11/19/13,11/19/13,11/19/13,,,,
HAWZBQ,1,0,62,8,87.5,12.5,1,0,1,0,0,Wednesday,DCX,0,11/19/13,11/19/13,11/19/13,,,,
7UPWDM,0,0,62,5,0,0,40.2,0,1,0,0,Wednesday,RIC,0,11/19/13,11/19/13,11/19/13,,,,
SZW3P3,1,35,33,26,34.61538462,23.07692308,39.31,0.068965517,1,0,0,Thursday,DCX,0,10/15/13,11/19/13,12/18/13,,,,
DGGPWF,0,0,62,11,54.54545455,9.090909091,29,0,1,0,0,Tuesday,CHO,0,11/19/13,11/19/13,11/19/13,,,,
24XY83,1,0,38,26,26.92307692,3.846153846,40.02,0,1,0,0,Monday,DCX,0,12/13/13,12/13/13,12/13/13,,,,
2CHKYZ,1,4,5,35,57.14285714,11.42857143,69.74,0.169811321,1,0,1,Monday,DCX,0,11/19/13,11/23/13,1/15/14,,,,
3QJ2LG,1,1,62,31,0,0,52.91,0,1,0,0,Friday,RIC,0,11/18/13,11/19/13,11/19/13,,,,
5N4BVW,1,0,62,33,93.93939394,3.03030303,75.23,0,1,0,0,Thursday,DCX,0,11/19/13,11/19/13,11/19/13,,,,
X3UVGU,1,0,61,38,57.89473684,2.631578947,40.2,0,1,1,0,Thursday,RIC,0,11/20/13,11/20/13,11/20/13,,,,
U4TX59,1,5,56,32,40.625,12.5,177.91,0,1,0,0,Tuesday,BWI,0,11/20/13,11/25/13,11/25/13,,,,
ECYH2J,1,11,19,30,86.66666667,16.66666667,89.38,0.096774194,1,0,0,Monday,DCX,0,11/20/13,12/1/13,1/1/14,,,,
CTMRE2,1,13,48,31,25.80645161,12.90322581,89.67,0,1,0,0,Wednesday,CHO,0,11/20/13,12/3/13,12/3/13,,,,
RUG2MA,1,0,61,30,6.666666667,3.333333333,1.02,0,1,0,0,Friday,CHO,0,11/20/13,11/20/13,11/20/13,,,,
F2SAVA,1,0,61,27,29.62962963,11.11111111,15.1,0,1,0,0,Friday,CHO,0,11/20/13,11/20/13,11/20/13,,,,
NKRFYZ,1,0,61,30,0,0,45.11,0,1,1,0,Friday,RIC,0,11/20/13,11/20/13,11/20/13,,,,
